Direction,Month,Hour,Total_Carriageway_Flow,Total_Flow_vehicles_less_than_5pt2m,Total_Flow_vehicles_5pt21m_6pt6m,Total_Flow_vehicles_6pt61m_11pt6m,Total_Flow_vehicles_above_11pt6m,Speed_Value,WeekDay
M621_J7toM1_EB,11,15,73,151,14,9,2,97,2
M621_J7toJ6_WB,1,14,180,145,12,3,1,101,2
A38_M_NB,6,3,41,156,11,6,4,73,3
M621_M1toJ7_WB,4,21,89,60,4,8,10,82,1
M606_J1toJ2,9,19,50,556,4,12,9,84,5
M621_J3toJ2A_EB,9,22,370,732,10,21,3,93,4
A38_M_NB,5,4,139,107,19,6,7,102,5
M621_J2_WB,8,9,513,126,10,7,29,107,0
M606_J1toJ2,1,17,201,200,10,14,31,87,5
M621_J7toM1_EB,4,18,489,301,8,4,9,85,1
M621_J3toJ2A_EB,1,21,14,153,9,1,7,98,0
M621_J6_EB,8,12,184,27,1,30,0,60,1
A38_M_NB,1,16,129,58,6,25,7,104,3
A38_M_NB,11,19,233,10,12,1,4,91,0
M621_J4_WB,9,21,82,7,2,23,9,100,1
M621_J1_WB,8,1,50,68,129,2,5,80,1
M621_J7_EB,9,18,307,18,230,7,1,70,5
A38_M_NB,8,0,41,98,38,1,7,63,4
M621_J7toJ6_WB,12,11,115,165,15,14,4,92,6
M621_J4_EB,9,19,359,185,0,2,1,87,2
M621_J4_EB,3,0,3,229,15,15,4,67,2
A38_M_NB,9,15,84,144,6,15,6,83,0
M621_J7_EB,10,19,185,82,11,5,9,90,3
M621_J6toJ5_WB,4,1,281,154,9,8,4,80,3
M621_J3toJ2A_EB,11,1,21,121,26,1,2,90,6
M621_J6_WB,3,15,126,246,19,7,43,86,5
M606_J3toJ2,11,23,38,16,23,21,5,80,6
M621_J6_EB,11,10,108,346,9,5,2,85,2
A38_M_NB,10,18,240,110,19,8,3,104,5
M621_J4_EB,8,5,25,32,53,6,1,59,2
M621_J7_EB,6,7,214,507,12,15,41,85,0
A38_M_NB,10,4,3,186,2,18,89,81,4
M606_J3toJ2,4,2,185,509,3,1,4,87,5
M621_J6_EB,4,20,278,30,8,5,14,78,3
M621_J4_WB,6,15,14,48,32,7,5,80,2
M621_M1toJ7_WB,1,20,72,17,1,13,1,94,3
A38_M_NB,10,13,134,101,19,0,8,65,5
M621_J3toJ2A_EB,1,2,142,65,11,3,12,83,4
M621_J4_EB,3,17,189,48,1,6,3,69,5
M621_J4_EB,9,4,209,48,14,1,4,93,3
M621_J3toJ2A_EB,9,22,10,21,157,1,33,111,5
A38_M_NB,6,4,149,68,9,0,6,83,2
M621_J1_EB,4,23,595,20,14,0,1,87,6
M621_J3toJ2A_EB,10,22,78,91,1,2,3,88,0
M621_M1toJ7_WB,1,18,650,23,16,6,4,63,1
A38_M_NB,4,22,626,126,12,19,2,82,5
M621_J4_WB,4,0,98,29,2,10,3,96,1
M621_J7_EB,6,4,277,161,218,63,2,60,3
M621_J6_WB,4,14,528,12,2,4,5,84,0
M621_J1toM62_WB,9,10,146,207,13,36,5,112,2
M621_J1toM62_WB,11,17,15,276,8,7,26,73,5
M621_J6_EB,3,15,61,552,129,11,6,99,5
M621_J2_WB,3,19,169,331,9,20,3,98,4
A38_M_NB,10,13,180,62,20,3,5,69,4
M621_J6_WB,8,22,388,9,18,8,4,84,0
M621_J1toM62_WB,8,9,241,108,19,8,4,80,4
M606_J3toJ2,11,9,273,183,14,13,3,88,4
M606_J1toJ2,8,12,12,38,4,30,9,89,6
A38_M_NB,4,14,67,178,17,8,8,73,6
M621_J1_EB,4,10,188,208,22,4,1,62,4
M621_J4_WB,8,5,185,51,18,26,2,105,5
M621_J4_EB,10,13,205,386,1,24,0,95,5
M606_J2toJ1,5,3,434,176,13,16,1,79,5
M621_J2_WB,10,15,161,75,3,14,27,50,2
M606_J1toJ2,8,20,29,65,52,14,5,62,4
M621_J1toM62_WB,4,7,43,105,32,11,4,88,6
M621_J4_EB,6,9,343,111,19,44,2,203,0
A38_M_NB,3,6,285,4,31,1,0,79,2
M606_J3toJ2,1,4,206,67,47,3,3,89,6
M621_J4_EB,10,8,522,546,16,7,7,82,3
M606_J3toJ2,10,4,143,127,17,1,3,89,5
M621_J27_WB,1,11,51,265,23,6,0,81,5
A38_M_NB,9,13,155,50,17,2,12,73,0
A38_M_NB,11,5,161,242,1,18,5,76,6
M621_J7toM1_EB,9,21,114,3,16,5,4,95,6
A38_M_NB,10,9,266,205,13,3,3,77,5
A38_M_NB,10,7,365,192,29,24,4,87,5
A38_M_NB,8,14,124,38,11,24,23,89,4
M621_J1toM62_WB,11,10,57,210,5,1,2,87,5
M621_J3toJ2A_EB,8,10,100,50,13,5,1,89,2
M621_J7toM1_EB,3,4,207,135,1,32,13,81,1
M621_J3toJ2A_EB,8,0,75,193,3,12,11,85,1
M621_J27_WB,1,17,32,237,220,2,2,83,4
M621_J7toM1_EB,3,8,215,412,25,8,4,69,1
M606_J1toJ2,4,18,202,214,3,8,4,87,1
M621_J4_WB,4,11,664,24,15,3,19,69,4
M621_J1_EB,8,22,128,300,18,28,1,69,4
M606_J3toJ2,9,21,39,337,0,3,4,105,6
M621_J1toM62_WB,4,15,382,50,51,3,13,85,3
M621_J1toM62_WB,1,17,192,36,109,4,7,90,1
A38_M_NB,6,18,216,188,11,1,4,66,3
M606_J1toJ2,3,5,21,212,16,3,2,89,4
M621_J1_EB,3,20,153,723,12,10,2,107,5
M606_J3toJ2,1,20,226,152,41,43,20,78,0
A38_M_NB,10,8,237,26,13,14,2,77,4
M621_J7toM1_EB,4,7,98,196,1,7,5,74,4
M621_J3toJ2A_EB,4,9,445,114,19,22,0,69,4
M621_J4_EB,5,2,394,6,12,3,5,65,4
M621_J4_EB,12,3,510,243,16,0,5,104,4
M621_J7toM1_EB,5,15,253,2,77,7,16,80,6
M621_J7toM1_EB,10,14,253,72,9,23,3,81,6
M606_J2toJ1,1,8,223,6,317,15,6,87,2
M621_J7_EB,8,4,303,466,14,4,28,91,5
A38_M_NB,6,4,438,211,1,8,5,98,4
M621_J1toM62_WB,9,8,154,200,4,11,7,82,3
M621_J4_EB,10,8,274,4,14,25,8,84,5
M621_J7toM1_EB,3,23,189,506,29,8,3,89,5
M621_J7_EB,7,11,90,310,24,23,3,86,6
A38_M_NB,6,0,256,434,21,20,6,93,0
M621_J7toM1_EB,3,23,60,187,5,24,3,80,6
M621_J3toJ2A_EB,4,3,414,54,1,7,9,80,2
M621_J4_WB,1,23,443,9,6,5,2,104,2
M621_J1toM62_WB,9,18,672,172,12,4,11,88,0
M621_J1toM62_WB,8,17,296,282,2,29,2,101,4
A38_M_NB,3,12,21,47,35,6,2,109,2
A38_M_NB,1,1,117,54,27,5,26,64,4
A38_M_NB,5,23,248,33,18,7,11,85,0
M606_J1toJ2,5,5,114,541,13,0,1,58,4
M621_J2_WB,5,17,8,22,32,14,2,85,6
M606_J3toJ2,11,6,36,59,16,3,3,77,6
M621_J4_EB,9,11,72,186,0,6,3,101,2
M621_J7toM1_EB,9,4,14,433,22,18,2,91,1
M621_J4_WB,8,5,104,133,17,6,0,85,2
A38_M_NB,10,9,69,246,7,26,0,90,3
M606_J2toJ1,4,3,223,578,4,9,1,112,4
A38_M_NB,9,9,167,470,6,1,8,107,6
M606_J1toJ2,10,6,286,6,18,8,4,85,0
M621_J5toJ6_EB,4,15,50,61,5,1,1,90,3
M621_J7toJ6_WB,10,5,869,46,14,6,1,112,6
M621_J5toJ6_EB,1,7,57,268,12,9,1,86,0
M621_J4_EB,8,3,14,163,1,4,5,61,1
M621_J7toM1_EB,9,1,614,15,56,19,15,89,6
M621_J1toM62_WB,3,22,439,110,12,14,50,66,1
M621_J7toM1_EB,11,21,50,246,17,1,3,82,6
M621_J7toM1_EB,10,7,69,254,14,21,8,87,0
M621_J1_EB,6,22,52,70,12,6,5,66,0
M606_J1toJ2,5,15,152,33,49,1,11,95,6
A38_M_NB,6,19,129,31,5,16,3,105,5
M621_M1toJ7_WB,5,23,70,262,44,6,7,54,2
M621_J3toJ2A_EB,6,4,175,48,135,7,0,105,2
M606_J1toJ2,9,0,93,68,45,55,0,67,5
M621_J3toJ2A_WB,3,19,66,254,9,5,4,98,5
M621_J1toM62_WB,4,9,172,72,18,47,3,83,0
M621_J6_WB,8,5,214,38,4,0,11,57,2
A38_M_NB,2,2,132,181,16,7,4,61,2
M621_J7toJ6_WB,9,22,26,66,8,4,11,92,4
M621_J6_WB,9,11,245,43,2,4,14,85,5
M621_J5toJ6_EB,10,21,72,54,16,3,43,106,0
M621_J7toM1_EB,9,4,41,13,75,3,1,64,4
M606_J3toJ2,10,2,153,252,18,0,3,91,4
M621_J4_WB,8,18,63,66,23,9,5,102,4
A38_M_NB,3,3,65,63,69,6,5,82,6
M621_J1_EB,8,11,529,44,41,23,2,82,2
M621_J3toJ2A_EB,8,19,74,121,29,1,32,81,6
M621_J7toM1_EB,3,8,190,172,17,6,2,80,4
M621_J6_WB,1,7,209,11,12,12,14,72,5
A38_M_NB,11,1,181,10,11,44,13,93,1
M621_J6_EB,8,19,285,448,62,1,6,80,6
A38_M_NB,6,0,177,81,33,2,9,80,1
M621_J7_EB,10,5,67,20,53,1,94,100,6
M621_J6toJ5_WB,1,8,134,112,6,2,3,71,3
M621_J7toM1_EB,10,9,175,157,19,1,6,81,6
M621_M1toJ7_WB,11,1,207,53,12,1,25,90,1
A38_M_NB,4,2,133,595,17,6,43,80,5
A38_M_NB,9,19,222,233,12,7,43,87,2
M621_J4_WB,3,17,26,9,17,2,0,105,5
A38_M_NB,1,2,19,85,2,5,1,102,0
M621_J6_EB,9,1,234,6,33,24,5,101,6
M606_J1toJ2,4,6,277,93,5,16,2,85,0
A38_M_NB,8,11,93,178,16,5,12,75,0
A38_M_NB,10,21,727,18,2,5,14,46,5
M621_J1toM62_WB,11,14,428,167,16,4,4,88,2
M621_J7_EB,12,0,83,157,118,2,1,88,2
M621_M1toJ7_WB,5,19,37,194,12,1,4,77,3
M621_J6_EB,10,12,70,170,6,6,24,82,4
A38_M_NB,8,19,217,308,9,4,3,88,3
M621_M1toJ7_WB,1,10,242,140,3,8,4,86,4
A38_M_NB,4,0,197,27,12,30,4,85,6
A38_M_NB,9,0,977,50,2,33,12,63,0
M621_J6toJ5_WB,9,14,296,56,15,36,2,91,3
M606_J1toJ2,9,21,50,464,15,7,10,88,6
M621_J1toM62_WB,10,6,151,56,38,5,3,108,5
M621_J1toM62_WB,8,18,9,42,10,4,0,79,0
M606_J1toJ2,4,7,194,53,11,3,36,98,6
M621_J4_WB,9,9,130,34,8,6,2,96,2
A38_M_NB,1,11,231,161,17,5,6,88,4
M621_J3toJ2A_EB,11,19,193,335,7,15,1,86,6
M621_J6_WB,6,16,229,158,17,16,4,88,6
M621_J1toM62_WB,4,18,675,56,40,8,4,103,1
M621_J7toM1_EB,3,4,23,140,8,0,86,82,1
M621_J3toJ2A_WB,12,13,149,59,4,2,5,91,4
A38_M_NB,4,1,200,31,22,4,1,83,4
M621_J7_EB,1,5,153,17,15,8,1,62,0
M621_J7_EB,9,9,181,194,7,1,5,71,3
M621_J4_EB,3,8,66,213,4,8,1,109,5
M621_J6_WB,3,5,121,616,12,1,6,91,0
M621_J5toJ6_EB,9,9,286,215,17,8,10,102,3
M621_J2_WB,9,0,232,174,18,57,19,86,5
M621_J3toJ2A_EB,4,6,179,81,28,20,4,101,1
M621_J1toM62_WB,6,2,4,8,37,3,8,85,3
M621_J4_WB,1,4,201,101,2,6,3,89,3
M606_J2toJ1,2,9,350,242,13,7,3,102,2
M621_J3toJ2A_EB,9,10,193,5,7,24,3,79,2
M621_J1toM62_WB,1,3,15,120,27,21,3,112,5
A38_M_NB,9,8,41,229,8,56,2,85,2
M621_J2_WB,8,19,254,81,16,1,6,84,4
M621_J1_EB,10,1,41,500,2,7,0,74,2
M621_J1_EB,12,19,210,160,18,54,2,75,3
A38_M_NB,5,23,208,44,55,2,2,98,0
M621_J7_EB,4,8,290,53,1,0,8,87,1
M621_J5toJ6_EB,10,0,176,24,98,3,7,89,0
M621_J3toJ2A_EB,8,9,50,70,32,48,5,95,2
M621_J7_EB,6,23,42,422,33,6,2,90,3
M621_J3toJ2A_EB,10,14,77,407,51,10,2,66,0
M606_J3toJ2,12,4,57,104,225,3,3,90,3
M621_J6_EB,1,4,23,28,21,12,11,83,2
M621_J1_WB,4,17,186,90,14,43,25,109,6
M621_J7toM1_EB,5,18,249,141,15,3,9,73,2
M621_J1_EB,8,6,188,307,9,2,1,95,2
M606_J3toJ2,3,20,240,80,16,27,7,90,4
M606_J3toJ2,6,9,59,217,1,3,0,77,4
M621_J1_EB,8,2,58,81,9,0,3,58,1
M621_J1toM62_WB,10,15,401,41,5,149,3,103,3
A38_M_NB,9,13,22,268,40,33,3,94,1
A38_M_NB,8,16,12,33,11,1,7,93,3
M621_J1toM62_WB,3,12,74,58,15,16,35,75,3
M606_J3toJ2,4,8,61,448,34,2,2,60,5
M621_J4_EB,9,7,77,302,2,8,5,83,4
M621_J4_EB,9,14,222,141,57,7,4,83,0
A38_M_NB,10,20,64,128,16,23,28,58,2
M606_J1toJ2,9,16,3,79,5,56,4,84,1
M621_J4_EB,2,16,106,48,53,22,20,87,2
M621_J7toJ6_WB,8,23,837,96,1,6,4,95,6
A38_M_NB,8,7,156,193,28,7,0,100,0
M621_J1toM62_WB,1,1,272,444,6,8,3,73,6
M621_J6_EB,10,21,156,177,5,68,4,63,4
M621_J1_EB,9,16,274,412,93,24,4,85,2
M621_J5toJ6_EB,10,5,470,106,79,21,11,88,1
A38_M_NB,5,16,180,135,63,37,12,108,1
A38_M_NB,1,19,36,86,3,19,4,89,6
M621_J4_WB,8,13,13,52,5,23,25,96,1
M606_J1toJ2,9,23,223,19,9,3,8,65,1
A38_M_NB,4,23,211,356,3,4,2,22,1
M621_J4_EB,10,21,185,168,18,1,25,70,5
M621_J5toJ6_EB,8,13,145,88,5,16,6,108,0
M621_J6_WB,9,20,200,227,15,2,4,92,6
A38_M_NB,9,13,297,57,14,4,3,82,3
M621_J4_EB,3,23,175,332,6,5,12,64,6
M621_J5toJ6_EB,8,16,121,267,2,1,2,98,1
M621_J3toJ2A_WB,3,13,498,146,14,7,5,71,6
M621_J6_EB,12,20,51,298,19,42,3,72,5
M621_J27_WB,9,11,511,156,15,31,4,88,2
M621_J6_EB,7,0,282,27,15,6,2,95,4
M621_J7_EB,9,9,71,201,8,24,3,197,3
A38_M_NB,4,20,229,493,14,14,38,112,5
M621_J7toM1_EB,11,22,244,439,105,8,13,82,3
M621_J7_EB,9,3,266,40,12,7,1,57,4
M621_J6_EB,6,3,66,52,119,4,5,80,2
M606_J1toJ2,9,6,52,30,14,4,2,82,6
M621_J1toM62_WB,1,22,146,111,18,48,12,69,4
M621_J4_WB,4,22,103,182,68,13,1,88,5
M621_J1toM62_WB,10,16,216,42,13,6,4,90,0
M621_J6_EB,4,22,10,28,183,0,30,71,0
M621_J7_EB,1,13,52,3,22,5,4,87,1
M621_J4_EB,3,10,11,280,177,19,10,90,2
M621_J4_WB,12,14,237,400,8,3,8,83,2
A38_M_NB,10,1,193,336,77,7,36,90,3
M621_J4_EB,7,21,56,54,15,61,13,86,4
A38_M_NB,12,7,227,162,8,21,5,69,0
A38_M_NB,10,1,134,232,58,20,8,38,5
M621_J5toJ6_EB,7,9,115,138,34,20,4,97,2
M621_J7_EB,10,2,132,150,1,1,4,81,2
M621_J4_WB,5,12,194,50,83,47,6,87,3
M621_J4_EB,12,21,582,74,4,0,7,81,5
M621_J4_WB,3,11,361,370,12,2,7,67,1
M621_J7toM1_EB,11,23,10,189,13,3,91,67,5
M606_J3toJ2,3,5,396,222,16,5,2,110,5
M621_J4_WB,3,7,616,297,12,8,4,81,4
M621_J1toM62_WB,9,8,1216,230,18,2,12,73,5
M621_J1toM62_WB,9,10,25,54,4,4,7,87,3
M621_J4_WB,4,3,101,151,10,16,8,74,4
M621_J4_EB,8,2,125,171,15,147,36,78,0
M621_J7_EB,6,16,563,109,26,7,13,83,0
M621_J5toJ6_EB,3,22,217,132,14,30,10,80,1
M621_J7_EB,5,16,192,46,16,4,17,86,4
A38_M_NB,8,2,100,68,16,23,1,105,0
M621_J3toJ2A_WB,11,12,483,77,17,23,1,83,4
A38_M_NB,4,7,729,62,5,1,2,80,6
M621_J1_WB,9,23,238,16,17,42,8,87,1
M621_J4_WB,4,20,166,224,24,12,24,88,1
A38_M_NB,10,3,183,58,9,19,2,52,4
A38_M_NB,8,8,84,133,16,7,0,85,0
M621_J7toM1_EB,9,17,1287,150,2,9,4,102,2
M621_J1toM62_WB,6,8,33,36,6,2,7,87,1
A38_M_NB,7,2,189,156,10,17,4,81,5
A38_M_NB,12,11,391,292,17,2,7,80,6
M621_J7toM1_EB,9,6,102,66,12,1,19,71,0
M621_J7toM1_EB,9,19,391,13,49,7,2,73,2
M621_J1_EB,1,0,89,23,8,13,4,90,1
A38_M_NB,1,22,71,37,5,5,8,86,4
M621_J1toM62_WB,9,19,149,270,10,9,6,69,0
A38_M_NB,3,8,89,133,5,0,4,80,0
M621_J3toJ2A_EB,8,13,357,107,1,5,3,93,0
M606_J3toJ2,9,15,156,0,8,5,9,80,5
M621_J27_WB,4,0,175,142,120,6,2,64,4
M606_J3toJ2,9,0,143,33,29,1,5,101,1
M621_J1toM62_WB,9,20,602,46,22,6,1,77,5
M621_J6_EB,8,21,150,68,5,20,4,67,3
M621_J1_WB,5,0,71,31,9,12,4,112,6
A38_M_NB,7,8,405,105,16,51,8,82,0
M621_J7toM1_EB,9,1,234,158,15,1,7,67,2
M621_J4_WB,9,13,121,26,28,33,3,65,3
A38_M_NB,6,2,66,513,4,2,0,82,0
M606_J3toJ2,4,7,141,159,18,42,1,82,3
M621_J27_WB,7,5,469,66,12,20,5,97,3
M621_J4_EB,3,3,244,57,12,1,94,68,5
M621_J1_EB,10,1,434,282,4,6,5,85,2
M621_J7_EB,5,12,169,396,142,4,14,90,4
M621_J1_WB,12,12,462,403,35,35,4,86,6
M621_J3toJ2A_WB,1,18,80,73,17,8,5,89,3
M621_J1toM62_WB,6,16,225,2,8,7,7,97,2
M621_J7toM1_EB,10,23,290,173,14,3,3,83,3
A38_M_NB,8,13,1207,28,13,7,6,81,0
M621_J4_WB,1,13,68,86,14,2,1,84,3
M621_J6toJ5_WB,7,5,391,337,6,3,2,74,2
M621_J5toJ6_EB,6,2,224,59,17,5,1,93,1
A38_M_NB,1,23,111,98,17,2,3,90,4
A38_M_NB,6,8,312,276,19,4,3,85,4
M621_J7toJ6_WB,9,13,671,237,8,29,2,81,1
M621_J3toJ2A_WB,9,4,266,636,12,2,4,83,3
M621_J5toJ6_EB,7,22,136,140,9,7,5,84,0
M621_J7_EB,8,9,468,198,14,11,5,96,5
M606_J1toJ2,1,13,452,125,4,4,14,96,2
M621_J27_WB,2,23,213,103,54,13,2,73,0
M621_J7toM1_EB,7,4,245,206,45,1,4,73,1
M621_J1toM62_WB,8,4,40,214,13,21,1,64,2
M621_J27_WB,3,16,3,78,54,8,2,73,5
M621_J1toM62_WB,7,14,139,70,139,8,3,69,4
M621_J3toJ2A_EB,9,11,272,44,7,1,10,86,4
M621_J7_EB,10,12,6,33,8,3,1,89,1
M621_J1toM62_WB,10,23,139,14,28,33,7,98,1
M621_J1_EB,8,13,95,66,17,2,6,60,4
M621_J4_EB,3,6,160,19,37,2,6,82,0
A38_M_NB,8,7,178,120,7,5,0,88,3
M621_J7toM1_EB,7,23,5,252,8,2,9,85,5
A38_M_NB,7,8,283,94,25,7,1,85,2
M621_J1_EB,6,22,62,191,19,2,5,83,4
M621_J5toJ6_EB,10,10,636,215,9,110,2,90,6
M621_J3toJ2A_WB,4,8,234,53,15,2,9,84,5
M606_J1toJ2,6,7,135,28,14,53,5,79,2
M621_J4_WB,9,19,54,32,8,5,0,75,0
M621_J7_EB,8,14,396,167,3,3,1,109,1
A38_M_NB,6,23,159,234,51,10,9,84,0
M621_J2_WB,6,7,63,219,19,5,65,88,1
M606_J3toJ2,1,14,2,33,9,39,7,73,3
A38_M_NB,4,19,558,176,40,9,8,47,5
M621_J3toJ2A_WB,3,23,355,27,6,4,0,69,1
M621_M1toJ7_WB,4,19,363,0,17,22,6,84,1
M621_J7toM1_EB,7,10,56,76,6,2,2,197,3
M621_J7toM1_EB,9,5,114,23,57,5,4,89,0
M621_J7toJ6_WB,3,18,272,132,2,5,4,100,4
M621_J6toJ5_WB,2,3,1049,105,37,5,0,93,4
M621_J4_WB,10,18,185,95,5,5,11,73,5
M621_J7_EB,1,11,480,413,3,23,3,104,0
A38_M_NB,8,11,498,130,17,12,4,74,5
A38_M_NB,8,9,276,154,12,7,6,65,2
M621_J7_EB,10,23,252,7,19,7,11,81,0
A38_M_NB,10,22,58,27,6,5,13,83,4
M621_J4_EB,8,10,169,605,52,7,6,84,0
A38_M_NB,11,6,9,127,12,6,9,56,6
M621_J3toJ2A_EB,12,22,552,157,8,4,32,84,3
M621_J7toM1_EB,6,12,209,752,11,21,6,104,2
M621_J4_EB,4,7,6,65,18,3,4,90,3
M621_J7toM1_EB,3,16,6,68,8,4,7,89,5
M621_J1toM62_WB,10,11,266,219,6,14,5,81,3
M621_J1toM62_WB,12,13,144,102,8,7,9,57,6
M621_J27_WB,3,23,361,122,8,1,5,80,5
M621_J2_WB,8,19,198,90,18,5,4,86,5
A38_M_NB,3,12,31,106,2,11,1,96,4
M621_J2_WB,10,19,197,25,0,5,2,70,0
M621_J6toJ5_WB,4,9,211,19,140,8,5,86,4
A38_M_NB,6,9,92,337,14,7,13,90,6
M621_J1_EB,9,13,43,28,15,8,5,76,0
A38_M_NB,1,16,380,20,11,7,4,93,6
A38_M_NB,8,18,178,244,98,55,6,81,6
M621_J7_EB,10,17,38,47,12,22,4,73,4
M621_J1_EB,4,4,14,304,17,18,4,84,5
M606_J3toJ2,6,5,151,6,24,7,6,94,0
M606_J1toJ2,9,18,223,36,15,41,7,94,4
M606_J3toJ2,9,7,450,232,45,8,37,84,4
M621_M1toJ7_WB,10,3,344,47,13,10,4,84,0
M621_J5toJ6_EB,10,10,18,194,240,3,3,99,3
M621_J2_WB,9,21,152,120,13,1,1,83,5
M606_J1toJ2,8,1,11,137,73,28,1,71,4
A38_M_NB,10,6,184,54,3,8,1,69,5
M621_J7toM1_EB,6,10,191,46,2,12,0,86,0
M621_J4_WB,9,1,68,53,3,1,2,111,6
A38_M_NB,6,12,97,13,170,15,1,90,4
A38_M_NB,9,14,120,462,5,1,4,84,4
M606_J1toJ2,1,21,100,142,116,5,34,88,5
A38_M_NB,2,2,800,11,6,7,12,67,2
M621_J3toJ2A_EB,7,18,66,134,3,19,0,81,3
M621_J1toM62_WB,9,10,244,99,4,3,25,86,5
M621_J7_EB,3,15,250,16,6,0,1,99,1
M621_J7toM1_EB,9,11,39,101,19,8,1,196,1
M621_J3toJ2A_EB,7,3,446,232,8,8,9,58,3
A38_M_NB,11,11,70,131,14,1,2,102,6
M606_J3toJ2,6,12,92,5,5,24,1,87,1
M621_J3toJ2A_WB,8,0,349,272,13,47,2,89,0
M606_J2toJ1,10,2,103,406,10,8,2,81,1
M621_J6toJ5_WB,6,1,286,117,1,10,12,64,2
M606_J3toJ2,3,12,469,226,9,47,2,83,1
M621_J3toJ2A_WB,9,3,224,47,25,3,4,67,5
M606_J3toJ2,2,1,231,115,21,15,0,72,3
A38_M_NB,10,0,223,13,10,56,4,69,2
M606_J1toJ2,8,18,153,533,16,6,1,83,0
M621_J7toM1_EB,5,2,389,5,1,7,12,91,0
M621_J7_EB,9,11,11,447,10,8,6,86,3
M621_J1_EB,7,12,13,42,16,26,17,103,5
M621_J5toJ6_EB,3,13,223,442,49,1,1,89,5
M621_J7_EB,10,17,80,22,9,6,1,81,0
M621_J7toJ6_WB,9,7,189,69,10,77,3,86,0
M621_J1toM62_WB,3,0,166,303,25,15,0,82,0
M621_J3toJ2A_EB,9,10,35,533,8,7,4,74,3
M621_J1_EB,8,20,248,308,4,6,31,90,6
A38_M_NB,11,14,206,226,8,20,3,80,5
M621_J1toM62_WB,9,5,17,203,20,11,14,73,5
M621_J3toJ2A_WB,4,8,298,170,169,0,1,81,0
M621_J4_EB,11,23,281,106,54,9,2,88,1
M621_J7toM1_EB,4,7,139,51,28,19,4,73,3
M621_J4_EB,8,6,488,225,0,3,8,83,5
M621_J1_EB,3,12,381,194,16,3,8,81,6
M621_J4_WB,6,15,73,62,13,8,8,79,5
M621_J1toM62_WB,6,14,310,334,4,15,8,112,1
A38_M_NB,9,17,64,343,9,3,9,87,0
M621_J6_WB,9,7,132,16,117,3,11,75,6
A38_M_NB,3,23,126,464,13,13,4,101,1
M621_J6_WB,3,19,301,17,14,20,5,110,2
M621_J7_EB,9,12,35,46,27,3,3,72,1
M621_J5toJ6_EB,9,16,157,171,72,12,87,76,1
M621_J4_EB,4,11,283,321,62,3,3,80,2
A38_M_NB,3,18,177,904,52,6,10,97,6
M621_J7toM1_EB,5,23,243,234,11,39,51,102,6
A38_M_NB,9,22,372,260,0,4,9,86,5
M621_J6toJ5_WB,2,15,176,230,68,15,12,84,0
A38_M_NB,8,16,226,27,17,5,14,74,5
A38_M_NB,3,15,253,92,44,8,80,70,1
M621_J7toM1_EB,3,9,9,300,9,20,2,90,6
A38_M_NB,3,20,55,148,15,1,5,100,1
M621_J3toJ2A_EB,2,0,9,137,11,1,1,88,1
A38_M_NB,8,9,12,388,4,14,30,68,0
M621_J4_EB,8,18,9,158,10,21,11,106,1
M621_J7_EB,4,23,93,431,243,1,5,83,3
M606_J1toJ2,8,19,21,5,17,8,1,91,5
M606_J3toJ2,12,2,16,533,18,3,0,88,1
M621_J4_EB,7,14,92,194,15,43,1,90,2
M621_J4_EB,10,18,574,126,7,16,8,88,3
M621_J6toJ5_WB,4,17,194,61,19,1,3,81,3
M621_J7_EB,1,1,757,23,9,0,6,67,1
A38_M_NB,8,3,94,353,68,4,3,73,0
M621_J7_EB,6,6,262,203,2,3,3,85,5
M621_J4_EB,4,23,11,194,7,6,10,73,5
M606_J3toJ2,12,3,11,144,8,2,1,80,3
A38_M_NB,9,22,282,309,20,7,5,86,0
M621_J1toM62_WB,7,13,66,171,12,3,4,97,2
M621_J3toJ2A_WB,10,20,605,6,56,6,0,109,6
M621_J1_WB,9,6,101,58,17,53,10,69,2
M621_J5toJ6_EB,4,5,502,9,21,6,4,89,6
A38_M_NB,1,7,326,780,12,0,4,2,5
A38_M_NB,1,13,47,184,8,7,3,103,3
M621_J7_EB,10,11,178,80,13,11,2,86,5
M621_J7toM1_EB,1,8,197,287,9,2,12,75,1
M621_J1toM62_WB,9,20,80,22,29,5,1,98,5
M621_J3toJ2A_EB,8,15,176,244,12,8,2,58,5
M621_J4_WB,10,19,16,73,3,22,1,89,4
M621_J1toM62_WB,3,17,16,16,52,8,4,83,6
M621_J6_WB,3,15,328,211,77,7,4,77,5
M621_J3toJ2A_EB,5,10,546,146,6,27,3,105,0
M621_J7_EB,4,0,7,57,14,3,3,70,0
M621_J4_WB,10,3,867,49,4,0,15,90,4
M621_J5toJ6_EB,10,3,165,112,9,5,3,93,6
A38_M_NB,3,12,276,7,22,1,9,11,2
M621_J6_EB,7,22,176,45,46,5,33,75,4
M621_J1toM62_WB,10,22,332,131,6,13,11,81,2
M621_J1_EB,10,2,58,21,40,12,3,95,2
M621_J1toM62_WB,3,15,89,97,12,15,6,74,6
A38_M_NB,9,10,44,101,135,23,2,76,4
A38_M_NB,1,5,119,232,16,6,1,81,3
M621_J4_WB,8,3,284,0,37,10,4,84,1
M621_J7_EB,6,15,279,193,11,5,15,78,2
M621_J7toM1_EB,4,8,288,24,18,7,2,108,6
M621_J3toJ2A_EB,1,23,87,179,84,24,1,85,4
